"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A0A090I4Z4",1.6024819842953,-3.92238127266775,3.01952188705085,-1.2990073989822,0.193941389982202,0.758281289504077
"A0A090I528",1.62914352534252,-3.94888268873294,3.01922590691803,-1.30791229622294,0.190903058388468,0.758281289504077
"A0A090I2N7",1.62565556819229,-3.95949718021579,3.01910886043194,-1.31147877180199,0.189696061087517,0.758281289504077
"A0A090I609",1.26026457687967,4.02925646611847,3.03240575241717,1.32873262851012,0.183936196154726,0.758281289504077
"CAS1_BOVIN",1.18374248545478,3.9387192430062,3.03426197312365,1.29808147018744,0.194259340950691,0.758281289504077
"A0A090I2G3",14.1372190405154,-0.759982391520866,0.598123155209068,-1.27061188804038,0.203866755610964,0.764162805800039
"A0A090I5G4",11.6602049199902,-1.50539271560208,1.18169901734726,-1.2739222877425,0.202690958751031,0.764162805800039
"A0A090I5S8",19.5171045845705,0.697152570430267,0.543034123185196,1.28380987614753,0.199208487113292,0.764162805800039
"A0A090I0T5",12.2195331128335,-1.58291204781595,1.24392564760984,-1.2725133940742,0.203190768191388,0.764162805800039
"A0A090I7B5",1.52366364192382,-3.87377410166743,3.02007893796192,-1.28267312916053,0.199606617775045,0.764162805800039
"A0A090I7Y5",6.84576068585106,-2.37699236627012,1.86174914681551,-1.27675222536609,0.201689737037638,0.764162805800039
"A0A090I5J7",1.19929264353771,-2.97540846905269,2.38964108710483,-1.24512776630299,0.213084789142314,0.768191023277388
"A0A090I971",4.85875311596972,-1.86711447969847,1.48002723829053,-1.26154061992469,0.20711413471947,0.768191023277388
"K22E_HUMAN",95.3423773366517,0.271514752409357,0.217553655776106,1.24803580726211,0.212017944444369,0.768191023277388
"A0A090I8F1",1.43169829244191,-3.78468997974165,3.02114932885314,-1.25273184731268,0.210303311693123,0.768191023277388
"A0A089ZI49",1.43870176925016,-3.78863733890884,3.02110050266142,-1.25405869006055,0.20982067394673,0.768191023277388
